goldPerSecond,ability1Name,XP,primaryAbilityResourceMax,ultimateName,level,healthRegen,ability1CooldownRemaining,lifeSteal,primaryAbilityResource,ability2Name,goldStats,summonerSpell1Name,ability3Level,ability3CooldownRemaining,magicResist,ability4CooldownRemaining,abilityPower,armor,playerName,magicPenetrationPercentBonus,cooldownReduction,summonerSpell2Name,health,currentGold,XPForNextLevel,primaryAbilityResourceRegen,alive,summonerSpell1CooldownRemaining,ultimateCooldownRemaining,shutdownValue,ccReduction,attackDamage,magicPenetration,ability1Level,participantID,spellVamp,totalGold,attackSpeed,respawnTimer,ability2Level,teamID,ability2CooldownRemaining,healthMax,championName,armorPenetrationPercentBonus,position,ability4Level,armorPenetrationPercent,armorPenetration,ability4Name,ability3Name,accountID,summonerSpell2CooldownRemaining,magicPenetrationPercent,MINIONS_KILLED,NEUTRAL_MINIONS_KILLED,NEUTRAL_MINIONS_KILLED_YOUR_JUNGLE,NEUTRAL_MINIONS_KILLED_ENEMY_JUNGLE,CHAMPIONS_KILLED,NUM_DEATHS,ASSISTS,PERK0,PERK0_VAR1,PERK0_VAR2,PERK0_VAR3,PERK1,PERK1_VAR1,PERK1_VAR2,PERK1_VAR3,PERK2,PERK2_VAR1,PERK2_VAR2,PERK2_VAR3,PERK3,PERK3_VAR1,PERK3_VAR2,PERK3_VAR3,PERK4,PERK4_VAR1,PERK4_VAR2,PERK4_VAR3,PERK5,PERK5_VAR1,PERK5_VAR2,PERK5_VAR3,WARD_PLACED,WARD_KILLED,VISION_SCORE,TOTAL_DAMAGE_DEALT,PHYSICAL_DAMAGE_DEALT_PLAYER,MAGIC_DAMAGE_DEALT_PLAYER,TRUE_DAMAGE_DEALT_PLAYER,TOTAL_DAMAGE_DEALT_TO_CHAMPIONS,PHYSICAL_DAMAGE_DEALT_TO_CHAMPIONS,MAGIC_DAMAGE_DEALT_TO_CHAMPIONS,TRUE_DAMAGE_DEALT_TO_CHAMPIONS,TOTAL_DAMAGE_TAKEN,PHYSICAL_DAMAGE_TAKEN,MAGIC_DAMAGE_TAKEN,TRUE_DAMAGE_TAKEN,TOTAL_DAMAGE_SELF_MITIGATED,TOTAL_DAMAGE_SHIELDED_ON_TEAMMATES,TOTAL_DAMAGE_DEALT_TO_BUILDINGS,TOTAL_DAMAGE_DEALT_TO_TURRETS,TOTAL_DAMAGE_DEALT_TO_OBJECTIVES,TOTAL_TIME_CROWD_CONTROL_DEALT,TOTAL_TIME_CROWD_CONTROL_DEALT_TO_CHAMPIONS,TOTAL_HEAL_ON_TEAMMATES,TIME_CCING_OTHERS,BASIC_PINGS,COMMAND_PINGS,DANGER_PINGS,GET_BACK_PINGS,RETREAT_PINGS,ON_MY_WAY_PINGS,ASSIST_ME_PINGS,ENEMY_MISSING_PINGS,PUSH_PINGS,ALL_IN_PINGS,HOLD_PINGS,BAIT_PINGS,VISION_CLEARED_PINGS,ENEMY_VISION_PINGS,NEED_VISION_PINGS,WINNER,TEAMNAME,TEAMTRI,platformGameId
0,AatroxQ,16071,0,AatroxR,16,34,0,0,0,AatroxW,"{'killNeutralMinion': 498, 'ambient': 4118, 'killChampion': 600, 'killMinion': 5043, 'killStructure': 500, 'itemSold': 210, 'starting': 500, 'misc': 305, 'assist': 295, 'killPalisade': 350}",S12_SummonerTeleportUpgrade,5,0,61,3.633544921875,0,128,LLL Robo,0,0,SummonerFlash,0,90,16480,0,False,0,3.633544921875,0,24,313,0,5,1,0,12210,146,9.75918960571289,3,100,0,4079,Aatrox,0,"{'x': 7655, 'z': 4147}",3,0,0,AatroxR,AatroxE,2379673862890784,0,0,235,16,9,0,2,6,3,8010,307.2747497558594,0,0,9111,433.7119140625,100,0,9105,17,10,0,8299,588.0925903320312,0,0,8444,1976.0135498046875,0,0,8451,278.94024658203125,0,0,17,9,48.5420036315918,171718.640625,154419.203125,9299.4169921875,8000,14797.26953125,12344.7060546875,2452.565185546875,0,45823.02734375,24557.14453125,20235.513671875,1030.367919921875,36230.046875,0,4233.86181640625,4233.86181640625,12481.8759765625,149.7329559326172,41.0621337890625,0,21.484285354614258,0,19,0,0,0,1,0,1,0,0,0,0,0,13,0,0,LOUD,LLL,ESPORTSTMNT06:2828968
0,BlindMonkQOne,13322,200,BlindMonkRKick,15,33,0,0,125,BlindMonkWOne,"{'killNeutralMinion': 3983, 'ambient': 4118, 'killChampion': 1000, 'killMinion': 119, 'killStructure': 100, 'misc': 260, 'starting': 500, 'itemUndo': 350, 'assist': 340, 'killPalisade': 437}",SummonerSmiteAvatarDefensive,3,0,84,3.296630859375,0,106,LLL Croc,0,0,SummonerFlash,0,905,14700,100,False,0,3.296630859375,0,57,240,0,5,2,0,10860,149,8.474605560302734,5,100,0,3262,LeeSin,0,"{'x': 7722, 'z': 5316}",2,0,0,BlindMonkRKick,BlindMonkEOne,2383202334786944,0,0,16,158.20001220703125,116.20004272460938,11.999998092651367,3,7,4,8010,112.66072082519531,0,0,9111,265.46044921875,140,0,9105,14,20,0,8014,142,0,0,8304,10,3,0,8347,0,0,0,23,9,50.39414596557617,204921.140625,115298.1328125,33250.99609375,56371.4375,11528.3212890625,8964.34765625,1996.8560791015625,567.1170043945312,37862.2265625,22401.1015625,14233.26953125,1227.910400390625,43911.859375,1805.7886962890625,242.76895141601562,242.76895141601562,23610.5625,517.5181884765625,71.75653076171875,0,23.9259033203125,0,60,0,2,0,53,1,3,0,0,0,0,0,3,0,0,LOUD,LLL,ESPORTSTMNT06:2828968
0,AhriQ,16910,1411,AhriR,17,23,0,0,1070,AhriW,"{'killNeutralMinion': 80, 'ambient': 4118, 'killChampion': 900, 'killMinion': 6146, 'killStructure': 350, 'itemSold': 700, 'starting': 500, 'misc': 435, 'shutdownReward': 1000, 'assist': 382}",SummonerFlash,4,0,58,0,523,94,LLL tinowns,0,0,S12_SummonerTeleportUpgrade,0,668,18360,41,False,284.494873046875,0,0,29,100,18,5,3,0,13912,141,44.18071746826172,5,100,0,2499,Ahri,0,"{'x': 1520, 'z': 1017}",3,0,0,AhriR,AhriE,2379672507180416,0,13,287,4,4,0,3,4,3,8112,1040.61865234375,0,0,8139,703.8154907226562,0,0,8136,20,30,0,8106,5,0,0,8444,825.735107421875,0,0,8242,36.25,0,0,30,18,80.50431823730469,174629.9375,17874.376953125,105225.6328125,51530.08203125,17762.029296875,689.660400390625,11309.494140625,5762.87255859375,19713.03125,6063.51416015625,13064.47265625,585.045654296875,9521.5966796875,0,367.6844177246094,367.6844177246094,496.9268493652344,80.16929626464844,37.659637451171875,0,18.676921844482422,0,45,0,1,0,35,0,15,0,0,1,0,0,3,0,0,LOUD,LLL,ESPORTSTMNT06:2828968
0,XayahQ,14682,990,XayahR,15,26,0,23,990,XayahW,"{'killNeutralMinion': 805, 'starting': 500, 'killChampion': 300, 'killMinion': 7957, 'killStructure': 100, 'itemSold': 220, 'misc': 295, 'ambient': 4118, 'shutdownReward': 300, 'assist': 267, 'killPalisade': 612}",SummonerHaste,5,0,47,0,0,86,LLL Route,0,0,SummonerFlash,2134,907,14700,37,True,78.41943359375,0,0,6,321,0,3,4,0,15256,226,0,5,100,0,2134,Xayah,0,"{'x': 394, 'z': 461}",2,30,0,XayahR,XayahE,2383804591162752,244.86328125,0,345,37.79999542236328,36.29999542236328,0,1,3,2,8008,37,5,0,8009,1266.9000244140625,0,0,9103,30,30,0,8017,2246.343505859375,0,0,8304,11,1,5,8345,3,0,0,12,14,40.387855529785156,301762.9375,300426.4375,0,1336.6666259765625,23630.62109375,23335.625,0,295,16040.8154296875,8686.8193359375,6848.5888671875,505.41180419921875,8544.021484375,0,2450.076171875,2450.076171875,5851.55615234375,159.875732421875,40.5216064453125,0,17.64803695678711,0,37,0,1,0,32,15,2,0,0,2,0,0,0,0,0,LOUD,LLL,ESPORTSTMNT06:2828968
30,NautilusAnchorDrag,9539,862,NautilusGrandLine,12,83,0,0,862,NautilusPiercingGaze,"{'starting': 500, 'ambient': 4679, 'supportItem': 769, 'killMinion': 25, 'itemSold': 60, 'misc': 390, 'killStructure': 100, 'assist': 295}",SummonerFlash,1,0,118,0,20,167,LLL Ceos,0,0,SummonerDot,2230,125,9960,27,True,0,0,0,37,93,0,5,5,0,6760,119,0,4,100,0,2230,Nautilus,0,"{'x': 617, 'z': 603}",2,0,0,NautilusGrandLine,NautilusSplashZone,2379672141178144,0,0,35,0,0,0,0,7,3,8351,55,1150,0,8306,4,0,0,8316,490.10235595703125,0,0,8347,0,0,0,8242,62.25,0,0,8429,66.17170715332031,13.268442153930664,12.130000114440918,51,11,96.94224548339844,21544.490234375,6053.0830078125,4332.43994140625,11158.96484375,4468.46142578125,1228.734375,2401.727783203125,838,17668.1328125,8058.6572265625,9319.7763671875,289.6789855957031,29751.798828125,1286.5870361328125,0,0,4542.7763671875,233.03912353515625,165.22683715820312,0,47.314964294433594,0,42,0,1,0,20,0,6,0,1,0,1,0,11,0,0,LOUD,LLL,ESPORTSTMNT06:2828968
0,KSanteQ,19383,1430,KSanteR,18,47,0,0,881,KSanteW,"{'globalTeam': 600, 'starting': 500, 'killChampion': 1375, 'killMinion': 5030, 'killStructure': 1105, 'itemSold': 245, 'misc': 180, 'ambient': 4118, 'shutdownReward': 100, 'assist': 723, 'killPalisade': 350}",SummonerFlash,5,0,162,33.212158203125,0,350,GAM Kiaya,0,0,S12_SummonerTeleportUpgrade,1063,629,18360,48,True,3.29443359375,33.212158203125,0,14,135,0,5,6,0,14083,152,0,5,200,0,4558,KSante,0,"{'x': 1944, 'z': 2015}",3,0,0,KSanteR,KSanteE,2858117631141056,0,0,232,0,0,0,5,1,15,8437,1690.2042236328125,974.0154418945312,0,8401,457.7888488769531,0,0,8473,603.4397583007812,0,0,8451,295.1399841308594,0,0,8345,3,0,0,8347,0,0,0,21,6,46.35688400268555,159340.78125,147984.171875,6831.50537109375,4525.05322265625,19856.541015625,16257.556640625,2388.243408203125,1210.748046875,27538.2890625,20686.60546875,4406.85302734375,2444.82568359375,57252.75390625,576.5117797851562,2972.309326171875,2972.309326171875,8758.2802734375,3852.219482421875,677.236083984375,0,44.971717834472656,0,74,0,3,0,28,5,7,1,0,1,0,0,1,0,1,GAM Esports,GAM,ESPORTSTMNT06:2828968
0,NocturneDuskbringer,16748,825,NocturneParanoia,17,37,0,0,154,NocturneShroudofDarkness,"{'itemUndo': 75, 'killStructure': 918, 'killMinion': 195, 'shutdownReward': 100, 'starting': 500, 'ambient': 4118, 'killChampion': 874, 'itemSold': 300, 'killNeutralMinion': 4181, 'misc': 775, 'globalTeam': 600, 'assist': 921}",SummonerSmiteAvatarDefensive,5,0,125,0,0,181,GAM Levi,0,0,SummonerFlash,2918,804,18360,28,True,33.728759765625,0,0,52,204,0,5,7,0,13184,217,0,4,200,0,3993,Nocturne,0,"{'x': 1931, 'z': 1977}",3,0,0,NocturneParanoia,NocturneUnspeakableHorror,2604599912432960,43.126220703125,0,26,173.80003356933594,100.8000259399414,20,3,3,17,8008,25,3,0,9111,2350.123291015625,400,0,9105,17,0,0,8299,257.98046875,0,0,8136,20,30,0,8106,5,0,0,29,18,86.4941177368164,220702.015625,173205.71875,2975.62548828125,44520.8828125,15367.0400390625,12896.4033203125,1773.9698486328125,696.6666870117188,36975.6953125,28542.814453125,7374.0107421875,1058.87060546875,44978.12890625,0,2454.8896484375,2454.8896484375,36543.2265625,589.3665771484375,392.62554931640625,0,168.9049530029297,0,102,0,18,0,113,2,3,0,2,0,0,1,24,3,1,GAM Esports,GAM,ESPORTSTMNT06:2828968
0,ViktorPowerTransfer,19516,2140,ViktorChaosStorm,18,314,0,0,1059,ViktorGravitonField,"{'killNeutralMinion': 321, 'starting': 500, 'killChampion': 2363, 'killMinion': 6354, 'ambient': 4118, 'itemSold': 190, 'globalTeam': 600, 'killStructure': 1039, 'misc': 300, 'shutdownReward': 150, 'assist': 646}",SummonerFlash,5,0,64,8.05126953125,460,168,GAM Kati,0,0,S12_SummonerTeleportUpgrade,1682,889,18360,43,True,237.732177734375,8.05126953125,500,0,114,28,5,8,0,16393,145,0,5,200,0,2768,Viktor,0,"{'x': 2078, 'z': 2051}",3,0,0,ViktorChaosStorm,ViktorDeathRay,2848311844218048,165.7119140625,0,299,13.399999618530273,7.900000095367432,0,9,2,11,8214,2541.44287109375,0,0,8226,250,1449.5738525390625,0,8210,24.4739990234375,0,0,8237,1044.19091796875,0,0,8345,3,0,0,8347,0,0,0,20,13,44.84491729736328,247797.546875,13431.296875,229973.328125,4393,42147.49609375,85.11207580566406,42062.38671875,0,11874.8896484375,5829.88671875,4033.53076171875,2011.4769287109375,14499.9541015625,0,4520.14111328125,4520.14111328125,19608.25,457.8458251953125,104.3555908203125,0,22.06709861755371,0,107,0,0,0,80,6,13,2,0,0,2,0,0,0,1,GAM Esports,GAM,ESPORTSTMNT06:2828968
0,KaisaQ,18083,1093,KaisaR,17,257,0,5,342,KaisaW,"{'itemUndo': 640, 'killStructure': 985, 'killMinion': 7438, 'shutdownReward': 250, 'starting': 500, 'ambient': 4118, 'killChampion': 2609, 'itemSold': 310, 'killNeutralMinion': 721, 'misc': 235, 'globalTeam': 600, 'assist': 434}",SummonerBoost,5,0.894287109375,54,7.073486328125,0,151,GAM Slayder,0,0,SummonerFlash,1227,3346,18360,38,True,204.697021484375,7.073486328125,700,0,297,0,5,9,0,17896,243,0,4,200,0,2328,Kaisa,0,"{'x': 2176, 'z': 1616}",3,0,0,KaisaR,KaisaE,2604599406495040,173.68505859375,0,313,32.79999542236328,28.79999542236328,0,10,2,9,8008,38,4,0,8009,2934.61376953125,0,0,9103,22,50,0,8017,2359.345947265625,0,0,8304,11,1,5,8345,3,0,0,17,15,42.36643600463867,294918.3125,244966.40625,40948.52734375,9003.3271484375,30051.76953125,18822.283203125,10674.48828125,555.0000610351562,14688.80859375,11479.646484375,2490.0458984375,719.1143798828125,12343.173828125,0,7338.7470703125,7338.7470703125,36693.21875,159.8623046875,30.0528564453125,0,4.447491645812988,0,104,0,9,13,145,19,21,1,3,0,3,0,15,1,1,GAM Esports,GAM,ESPORTSTMNT06:2828968
30,RakanQ,11683,919,RakanR,14,66,0,0,256,RakanW,"{'ambient': 4678, 'globalTeam': 600, 'supportItem': 858, 'killMinion': 70, 'itemSold': 40, 'killStructure': 801, 'misc': 420, 'starting': 500, 'assist': 804}",SummonerFlash,5,3.803955078125,129,82.795654296875,31,135,GAM Palette,0,0,SummonerDot,990,543,13020,59,True,236.76416015625,82.795654296875,0,46,114,0,2,10,0,8733,136,0,5,200,2.521484375,2806,Rakan,0,"{'x': 2118, 'z': 1952}",2,0,0,RakanR,RakanE,2604599802144064,106.926513671875,0,41,0,0,0,0,1,17,8351,47,909,0,8313,0,0,0,8316,556.6504516601562,0,0,8347,0,0,0,8473,802.9718017578125,0,0,8242,33.5,0,0,67,12,123.45874786376953,23091.275390625,5015.60107421875,8943.2587890625,9132.4189453125,5904.63623046875,1002.3078002929688,3726.326904296875,1176,20260.025390625,15028.2958984375,4003.02099609375,1228.701904296875,25156.232421875,2592.9306640625,373.97900390625,373.97900390625,960.6433715820312,147.04544067382812,84.59796142578125,4566.66015625,27.10121726989746,0,9,0,1,36,38,6,1,6,0,2,4,2,20,4,1,GAM Esports,GAM,ESPORTSTMNT06:2828968
